EUW1_6938188370,40.15,RED,BLUE,4,RED,0
EUW1_6938217192,32.35,BLUE,BLUE,4,BLUE,0
EUW1_6938240161,27.9833,BLUE,RED,4,None,0
EUW1_6938255423,27.2667,RED,RED,3,BLUE,0
EUW1_6938277036,40.85,BLUE,RED,6,RED,0
EUW1_6938326880,41.9667,RED,RED,7,BLUE,0
EUW1_6938436352,26.5333,RED,RED,4,None,1
EUW1_6938480447,28.6,RED,RED,4,None,0
EUW1_6938492382,29.2167,RED,RED,4,RED,0
EUW1_6938532725,33.2833,BLUE,RED,5,BLUE,0
EUW1_6938543124,45.4,RED,BLUE,7,RED,0
EUW1_6938560776,1.85,RED,None,0,None,0
EUW1_6938564359,24.45,BLUE,BLUE,3,None,0
EUW1_6938622473,25.9667,BLUE,RED,4,BLUE,0
EUW1_6938625718,29.7667,RED,BLUE,4,None,1
EUW1_6938640555,29.45,RED,RED,4,RED,0
EUW1_6938661831,24.5833,RED,RED,3,RED,0
EUW1_6938664828,36.4667,RED,RED,6,RED,0
EUW1_6938667674,30.85,RED,RED,3,RED,0
EUW1_6938677335,38.8333,BLUE,RED,6,BLUE,0
EUW1_6938686925,46.3333,RED,RED,7,BLUE,0
EUW1_6938695274,27.0333,RED,BLUE,4,RED,0
EUW1_6938712738,19.4,BLUE,BLUE,2,None,1
EUW1_6938717537,25.0333,RED,BLUE,4,RED,0
EUW1_6938731836,33.3167,BLUE,BLUE,5,BLUE,0
EUW1_6938739360,2.01667,BLUE,None,0,None,0
EUW1_6938746262,29.6333,RED,RED,4,RED,0
EUW1_6938756359,32.5,RED,RED,4,None,0
EUW1_6938761657,44.3167,BLUE,BLUE,7,RED,0
EUW1_6938776727,18.2833,BLUE,BLUE,2,None,1
EUW1_6938802120,19,RED,RED,2,None,1
EUW1_6938808463,22.1167,RED,RED,3,None,0
EUW1_6938813573,37.55,BLUE,RED,5,BLUE,0
EUW1_6938837165,33.45,BLUE,BLUE,5,BLUE,0
EUW1_6938838687,34.15,RED,RED,5,RED,0
EUW1_6938839092,28.7833,BLUE,BLUE,4,BLUE,0
EUW1_6938856357,22.0667,RED,RED,3,None,0
EUW1_6938896637,28.3667,BLUE,RED,3,BLUE,0
EUW1_6938901035,35.0667,BLUE,RED,5,BLUE,0
EUW1_6938904871,31.2167,RED,BLUE,5,None,0
EUW1_6938919448,33.4833,RED,RED,4,None,0
EUW1_6938931499,39.3333,BLUE,BLUE,5,BLUE,0
EUW1_6938943434,30.6667,BLUE,RED,4,BLUE,0
EUW1_6938967885,24.7167,BLUE,BLUE,3,BLUE,1
EUW1_6938999434,40.4667,RED,RED,6,BLUE,0
EUW1_6939015635,23.9333,BLUE,BLUE,3,None,1
EUW1_6939049444,31.35,BLUE,RED,4,None,0
EUW1_6939116331,32.7,BLUE,BLUE,4,BLUE,0
EUW1_6939255010,18.8,BLUE,RED,2,None,1
EUW1_6939257154,36,RED,RED,5,RED,0
EUW1_6939294366,29.8167,BLUE,BLUE,5,BLUE,0
EUW1_6939309698,33.7,RED,BLUE,4,RED,1
EUW1_6939311598,35.1667,RED,RED,5,RED,1
EUW1_6939312248,33.6167,BLUE,RED,4,BLUE,1
EUW1_6939317087,28.6,BLUE,RED,4,BLUE,0
EUW1_6939324946,25.0333,BLUE,BLUE,4,BLUE,1
EUW1_6939325408,26.2167,BLUE,RED,3,None,1
EUW1_6939346727,33.8167,RED,RED,5,RED,1
EUW1_6939356376,32.6667,RED,RED,3,RED,0
EUW1_6939372218,33.8167,RED,RED,5,RED,0
EUW1_6939375704,23.0333,RED,RED,3,RED,1
EUW1_6939376894,32.0167,RED,BLUE,5,None,1
EUW1_6939387076,42.1167,BLUE,BLUE,6,RED,0
EUW1_6939390094,28.05,BLUE,RED,3,None,0
EUW1_6939390832,32.1167,BLUE,BLUE,4,None,0
EUW1_6939411621,28.5333,BLUE,RED,4,BLUE,0
EUW1_6939417782,34.7333,BLUE,RED,5,BLUE,0
EUW1_6939424666,29.15,RED,RED,4,RED,0
EUW1_6939430610,34,BLUE,RED,5,BLUE,0
EUW1_6939454485,40.1833,RED,BLUE,6,RED,0
EUW1_6939456266,1.8,RED,None,0,None,0
EUW1_6939469920,38.3,BLUE,BLUE,5,RED,0
EUW1_6939473610,13.6667,RED,RED,1,None,1
EUW1_6939486138,15.6333,BLUE,RED,2,None,1
EUW1_6939503456,24.25,RED,RED,4,RED,1
EUW1_6939507100,34.5833,BLUE,RED,5,BLUE,0
EUW1_6939520901,25.95,BLUE,BLUE,3,BLUE,0
EUW1_6939522990,27.9333,BLUE,BLUE,4,None,0
EUW1_6939523077,43.55,BLUE,BLUE,6,BLUE,0
EUW1_6939536327,22.95,RED,BLUE,3,None,0
EUW1_6939557454,29.1333,BLUE,BLUE,4,BLUE,0
EUW1_6939559413,40.4667,RED,RED,6,BLUE,0
EUW1_6939565772,23.85,BLUE,BLUE,3,BLUE,0
EUW1_6939567482,16.65,BLUE,BLUE,2,None,1
EUW1_6939578539,22.7167,RED,RED,2,RED,0
EUW1_6939617606,34.7833,RED,RED,5,RED,0
EUW1_6939618286,22.1833,BLUE,RED,2,BLUE,0
EUW1_6939626741,24.2167,BLUE,RED,3,BLUE,0
EUW1_6939639929,27.8167,BLUE,BLUE,4,BLUE,0
EUW1_6939652182,40.4167,BLUE,BLUE,6,RED,0
EUW1_6939664872,30.2167,RED,RED,4,RED,0
EUW1_6939682148,10,RED,BLUE,1,None,1
EUW1_6939691226,30.4667,BLUE,BLUE,4,BLUE,0
EUW1_6939701337,29.2167,BLUE,BLUE,3,BLUE,0
EUW1_6939703938,34.7,BLUE,BLUE,5,RED,0
EUW1_6939707071,23.2833,BLUE,BLUE,3,BLUE,0
EUW1_6939714020,33.7833,BLUE,BLUE,4,BLUE,1
EUW1_6939717520,28.25,RED,RED,4,RED,0
EUW1_6939725925,35.75,RED,RED,5,RED,0
EUW1_6939739094,51.4167,RED,BLUE,8,RED,0
EUW1_6939749342,31.2333,BLUE,BLUE,4,BLUE,0
EUW1_6939757023,24.1667,BLUE,BLUE,3,BLUE,0
EUW1_6939757595,38.1167,BLUE,RED,5,RED,0
EUW1_6939757771,35.4833,RED,RED,5,RED,0
EUW1_6939767225,25.6333,RED,RED,3,RED,0
EUW1_6939769650,29.2333,BLUE,BLUE,3,BLUE,1
EUW1_6939770474,28.4333,RED,BLUE,4,RED,0
EUW1_6939771873,23.0833,RED,RED,3,None,0
EUW1_6939778326,27.7833,RED,RED,4,RED,0
EUW1_6939793201,26.4833,BLUE,BLUE,3,None,0
EUW1_6939799305,29.1667,BLUE,BLUE,4,RED,1
EUW1_6939801527,28.5833,RED,BLUE,4,None,0
EUW1_6939804208,39.5167,RED,RED,6,RED,0
EUW1_6939806043,18.85,RED,RED,2,None,1
EUW1_6939818535,30.1167,BLUE,RED,4,None,0
EUW1_6939819626,25.35,BLUE,RED,3,BLUE,0
EUW1_6939820115,27.6,RED,RED,4,BLUE,0
EUW1_6939825622,20.5333,RED,RED,3,None,1
EUW1_6939827727,31.2,RED,BLUE,4,RED,1
EUW1_6939827745,34.1,RED,BLUE,5,RED,0
EUW1_6939832408,24.1667,BLUE,BLUE,3,BLUE,0
EUW1_6939833715,31.35,BLUE,BLUE,5,BLUE,0
EUW1_6939835435,19.5667,RED,RED,2,None,0
EUW1_6939841994,26.9,RED,RED,2,None,0
EUW1_6939850631,27.8833,BLUE,BLUE,4,BLUE,0
EUW1_6939851039,31.0833,RED,RED,4,RED,0
EUW1_6939863831,35.45,BLUE,BLUE,4,RED,0
EUW1_6939870077,28.1,RED,RED,2,None,0
EUW1_6939870889,31.2667,BLUE,BLUE,5,BLUE,0
EUW1_6939874173,31.6667,BLUE,RED,5,None,0
EUW1_6939877900,22.5333,RED,RED,2,RED,0
EUW1_6939888391,40.3333,RED,BLUE,6,RED,1
EUW1_6939894922,28.7833,RED,RED,4,RED,0
EUW1_6939898159,16.75,BLUE,BLUE,2,None,1
EUW1_6939907733,30.0667,RED,BLUE,4,RED,0
EUW1_6939910158,21.5667,BLUE,RED,2,None,1
EUW1_6939914877,24.75,BLUE,BLUE,3,BLUE,1
EUW1_6939927040,31.6167,RED,RED,4,BLUE,0
EUW1_6939928290,29.8667,BLUE,BLUE,4,BLUE,0
EUW1_6939929170,39.6333,RED,RED,6,BLUE,0
EUW1_6939932962,28.9333,RED,BLUE,4,RED,0
EUW1_6939941319,34.1,RED,RED,5,RED,0
EUW1_6939945124,35.4333,RED,RED,5,RED,0
EUW1_6939953323,30.5833,RED,RED,4,RED,0
EUW1_6939965322,23.8,BLUE,RED,3,None,0
EUW1_6939966038,17.1667,BLUE,BLUE,2,None,1
EUW1_6939976690,21.1,RED,RED,2,None,1
EUW1_6939988287,31.25,BLUE,RED,4,RED,0
EUW1_6939992428,26.6833,BLUE,BLUE,4,None,0
EUW1_6939996086,33.7333,BLUE,BLUE,5,BLUE,0
EUW1_6939998677,19.75,BLUE,RED,2,None,1
EUW1_6940006620,31.15,RED,BLUE,4,None,0
EUW1_6940028996,44.7333,BLUE,RED,7,BLUE,0
EUW1_6940032125,33,BLUE,BLUE,4,BLUE,0
EUW1_6940043485,25.35,BLUE,BLUE,2,None,0
EUW1_6940051800,37.4167,RED,RED,5,RED,0
EUW1_6940065434,31.8333,RED,RED,4,RED,1
EUW1_6940073403,29.8667,RED,RED,4,RED,0
EUW1_6940076629,4.26667,RED,None,0,None,1
EUW1_6940079775,20.25,RED,RED,2,None,0
EUW1_6940089400,30.8667,RED,RED,4,RED,1
EUW1_6940090299,27.8667,BLUE,BLUE,3,BLUE,0
EUW1_6940092277,40.9333,BLUE,RED,6,RED,0
EUW1_6940094455,38.7667,BLUE,RED,6,BLUE,0
EUW1_6940119380,15.2333,RED,RED,2,None,1
EUW1_6940148817,42.3333,BLUE,BLUE,6,RED,1
EUW1_6940155239,25.9,BLUE,BLUE,3,BLUE,0
EUW1_6940164871,29.5833,BLUE,RED,4,BLUE,0
EUW1_6940180328,30.6333,RED,RED,4,RED,0
EUW1_6940187921,40.4667,RED,BLUE,5,RED,0
EUW1_6940190748,2.33333,BLUE,None,0,None,0
EUW1_6940198560,39.9,BLUE,RED,6,BLUE,0
EUW1_6940211780,33.7167,BLUE,BLUE,5,None,0
EUW1_6940213050,28.6833,RED,RED,4,None,1
EUW1_6940217127,20.45,RED,RED,2,None,1
EUW1_6940230399,30.7667,BLUE,BLUE,5,BLUE,0
EUW1_6940254515,26.25,RED,BLUE,2,None,1
EUW1_6940261105,39.15,BLUE,BLUE,6,RED,0
EUW1_6940264019,1.83333,BLUE,None,0,None,0
EUW1_6940266159,37.3,RED,RED,5,RED,0
EUW1_6940271175,16.6667,RED,RED,2,None,1
EUW1_6940287147,44.5667,BLUE,BLUE,7,BLUE,0
EUW1_6940303134,28.5667,BLUE,BLUE,3,BLUE,0
EUW1_6940327420,1.96667,RED,None,0,None,0
EUW1_6940327503,25.6,RED,RED,4,None,1
EUW1_6940345896,24.1833,RED,BLUE,3,None,0
EUW1_6940350230,26.1667,BLUE,BLUE,3,BLUE,0
EUW1_6940350715,1.83333,BLUE,None,0,None,0
EUW1_6940379019,16.2833,RED,RED,2,None,1
EUW1_6940379221,28.15,BLUE,BLUE,4,BLUE,0
EUW1_6940386405,21.1667,BLUE,RED,3,None,0
EUW1_6940388549,32.9667,BLUE,RED,5,BLUE,0
EUW1_6940406338,21.45,BLUE,BLUE,2,None,1
EUW1_6940407555,28.4667,RED,BLUE,4,RED,0
EUW1_6940412454,28.7333,BLUE,BLUE,3,BLUE,0
EUW1_6940413536,28.5833,BLUE,BLUE,4,BLUE,0
EUW1_6940417937,22.5333,BLUE,RED,2,BLUE,0
EUW1_6940425073,33.1333,BLUE,BLUE,4,RED,0
EUW1_6940427843,35.9167,BLUE,RED,5,BLUE,0
EUW1_6940438491,23.0167,BLUE,BLUE,3,None,1
EUW1_6940440974,30.2,RED,RED,4,None,1
EUW1_6940442554,21.2667,BLUE,BLUE,2,None,1
EUW1_6940444254,25.9833,RED,RED,3,RED,0
EUW1_6940449112,25.05,RED,RED,3,RED,0
EUW1_6940450172,27.35,RED,RED,3,RED,1
EUW1_6940453226,31.8167,BLUE,BLUE,4,BLUE,0
EUW1_6940453308,38.5833,RED,RED,6,RED,0
EUW1_6940454005,25.55,BLUE,BLUE,3,BLUE,0
EUW1_6940461570,24.9167,BLUE,BLUE,2,BLUE,0
EUW1_6940462094,27.5667,RED,RED,3,RED,0
EUW1_6940462144,22.55,RED,RED,3,RED,0
EUW1_6940464056,33.4,RED,BLUE,5,None,0
EUW1_6940465020,26.8833,RED,RED,4,RED,0
EUW1_6940465561,15.7167,BLUE,RED,2,None,1
EUW1_6940466114,29.2167,BLUE,BLUE,4,BLUE,1
EUW1_6940466952,23.3,BLUE,RED,3,BLUE,0
EUW1_6940471125,30.5167,RED,BLUE,4,RED,0
EUW1_6940472040,40.1,RED,BLUE,6,RED,0
EUW1_6940474726,24.55,BLUE,RED,3,None,0
EUW1_6940474828,32.1333,BLUE,RED,5,BLUE,0
EUW1_6940474935,26.6333,RED,RED,4,RED,1
EUW1_6940475387,28.3167,BLUE,RED,4,BLUE,1
EUW1_6940476457,21.1167,RED,RED,3,None,0
EUW1_6940477721,30.25,RED,RED,4,RED,0
EUW1_6940478035,27.35,BLUE,RED,3,RED,0
EUW1_6940478105,22.1667,RED,RED,2,RED,0
EUW1_6940480589,26.8167,RED,RED,4,RED,0
EUW1_6940481287,38.0833,RED,RED,6,BLUE,0
EUW1_6940481830,26.9167,BLUE,BLUE,4,BLUE,0
EUW1_6940482456,37.7,RED,RED,6,RED,0
EUW1_6940487223,15.8,RED,BLUE,1,None,1
EUW1_6940490469,32.8,BLUE,BLUE,5,BLUE,0
EUW1_6940494973,42.6667,BLUE,BLUE,6,BLUE,0
EUW1_6940496783,2.28333,RED,None,0,None,0
EUW1_6940512452,28.5,BLUE,BLUE,4,BLUE,0
EUW1_6940514426,1.7,BLUE,None,0,None,0
EUW1_6940524288,26.4333,BLUE,RED,4,BLUE,0
EUW1_6940525284,18.7667,BLUE,BLUE,2,None,1
EUW1_6940553049,32.5333,RED,BLUE,4,RED,1
EUW1_6940571720,21.85,RED,RED,3,None,1
EUW1_6940580652,33.5167,RED,RED,5,BLUE,1
EUW1_6940592857,37.7667,RED,BLUE,5,RED,0
EUW1_6940598094,15.8667,BLUE,BLUE,2,None,1
EUW1_6940608959,26.8,RED,BLUE,3,RED,0
EUW1_6940615961,34.9333,RED,BLUE,6,None,0
EUW1_6940617518,22.6833,RED,RED,3,None,1
EUW1_6940618823,23.15,RED,RED,3,RED,0
EUW1_6940619740,42.8333,BLUE,RED,6,RED,0
EUW1_6940636804,29.9833,BLUE,BLUE,4,BLUE,0
EUW1_6940638296,34.0167,BLUE,BLUE,5,BLUE,0
EUW1_6940642639,20.5833,BLUE,BLUE,2,None,1
EUW1_6940650269,2.15,RED,None,0,None,0
EUW1_6940651196,28,BLUE,RED,4,BLUE,0
EUW1_6940656621,24.7167,BLUE,BLUE,3,BLUE,0
EUW1_6940660359,31.1,RED,BLUE,4,RED,0
EUW1_6940660625,35.65,RED,BLUE,4,BLUE,0
EUW1_6940665211,10.4833,RED,RED,1,None,1
EUW1_6940674902,27.1167,RED,BLUE,4,RED,0
EUW1_6940683934,23.1167,BLUE,RED,3,None,1
EUW1_6940701116,30.4167,RED,RED,4,RED,0
EUW1_6940708482,33.2167,BLUE,BLUE,4,BLUE,0
EUW1_6940715708,33.5,RED,RED,5,None,0
EUW1_6940723020,28.7833,RED,BLUE,4,RED,0
EUW1_6940725750,1.7,BLUE,None,0,None,0
EUW1_6940729665,26.9833,BLUE,BLUE,4,None,0
EUW1_6940731472,34.75,RED,BLUE,5,RED,0
EUW1_6940732197,27.8833,RED,BLUE,3,RED,0
EUW1_6940740403,29.2833,RED,BLUE,5,RED,0
EUW1_6940740733,23.0667,BLUE,RED,3,None,1
EUW1_6940745475,13.7833,BLUE,None,0,None,1
