EUW1_6937681955,910,102,157,122,119,63,266,777,8,103
EUW1_6937717306,233,222,84,103,119,35,360,136,-1,122
EUW1_6937769179,84,103,107,360,555,164,40,8,107,119
EUW1_6937773311,122,21,111,90,-1,35,25,84,234,72
EUW1_6937777112,103,79,86,136,25,67,143,82,111,84
EUW1_6937829797,77,55,105,68,63,24,103,11,238,25
EUW1_6937851444,105,91,136,82,166,48,157,136,121,53
EUW1_6937854133,30,11,103,40,67,103,64,119,166,18
EUW1_6937888948,53,11,17,157,412,48,147,18,19,103
EUW1_6937903341,67,53,11,136,10,555,82,222,122,45
EUW1_6937916679,25,67,-1,238,360,24,234,103,166,222
EUW1_6937950005,517,53,17,33,412,901,53,90,121,75
EUW1_6937951442,202,875,30,555,99,99,21,90,54,234
EUW1_6938009148,90,-1,35,164,53,114,11,53,412,45
EUW1_6938017213,157,51,238,420,11,11,21,90,555,74
EUW1_6938026756,119,203,200,910,72,72,246,119,166,421
EUW1_6938114674,21,420,235,1,233,22,84,75,64,895
EUW1_6938188370,29,48,200,420,18,17,89,25,84,35
EUW1_6938217192,420,523,555,11,84,99,6,3,233,51
EUW1_6938240161,53,119,-1,777,25,25,157,51,420,56
EUW1_6938255423,421,412,-1,236,777,555,25,107,133,105
EUW1_6938277036,360,238,99,10,24,222,-1,24,777,420
EUW1_6938326880,35,141,63,36,-1,90,35,83,11,23
EUW1_6938436352,222,72,420,55,80,29,55,555,157,17
EUW1_6938480447,141,106,420,67,63,21,240,234,99,122
EUW1_6938492382,51,99,84,897,234,11,39,111,777,-1
EUW1_6938532725,236,35,41,101,777,897,55,895,67,35
EUW1_6938543124,106,901,777,99,25,99,72,254,777,105
EUW1_6938560776,53,8,111,28,420,222,876,53,238,36
EUW1_6938564359,122,11,53,555,28,555,19,136,777,55
EUW1_6938622473,72,222,119,122,1,233,154,39,83,143
EUW1_6938625718,101,-1,29,17,56,555,122,84,63,157
EUW1_6938640555,11,119,84,67,18,101,157,350,902,-1
EUW1_6938661831,35,55,1,54,119,200,238,43,114,429
EUW1_6938664828,72,82,38,40,157,111,53,107,103,86
EUW1_6938667674,63,75,35,105,48,555,122,119,7,90
EUW1_6938677335,222,910,28,53,86,25,103,122,35,910
EUW1_6938686925,122,45,44,35,67,141,222,63,777,36
EUW1_6938695274,143,875,119,-1,34,119,58,136,33,34
EUW1_6938712738,51,84,63,555,82,63,103,35,122,8
EUW1_6938717537,360,910,117,25,84,11,164,25,53,875
EUW1_6938731836,555,895,420,142,11,53,23,19,555,103
EUW1_6938739360,25,17,15,157,35,69,121,122,35,106
EUW1_6938746262,131,35,56,79,238,55,56,222,897,235
EUW1_6938756359,360,99,163,86,56,157,555,360,122,234
EUW1_6938761657,517,33,63,901,99,21,122,35,555,777
EUW1_6938776727,134,64,17,121,901,517,222,555,106,350
EUW1_6938802120,17,45,518,141,21,897,53,412,103,19
EUW1_6938808463,266,33,234,111,238,234,350,901,7,38
EUW1_6938813573,222,33,240,53,84,75,136,555,53,35
EUW1_6938837165,72,63,106,143,360,412,233,777,17,53
EUW1_6938838687,902,25,222,711,233,902,84,96,82,72
EUW1_6938839092,8,119,350,72,147,61,154,233,523,86
EUW1_6938856357,360,420,777,105,25,89,101,82,777,17
EUW1_6938896637,711,234,350,236,235,63,360,234,48,238
EUW1_6938901035,53,11,90,75,412,34,420,111,233,202
EUW1_6938904871,84,25,420,18,266,-1,777,25,203,157
EUW1_6938919448,223,157,72,902,67,122,83,360,238,143
EUW1_6938931499,360,83,233,43,11,233,56,420,555,711
EUW1_6938943434,711,875,51,-1,86,78,136,432,350,75
EUW1_6938967885,420,106,53,523,412,35,517,157,53,360
EUW1_6938999434,81,11,555,420,84,157,63,233,82,19
EUW1_6939015635,25,122,51,48,233,121,412,86,157,53
EUW1_6939049444,143,420,18,238,19,67,157,105,82,555
EUW1_6939116331,51,105,420,99,64,80,35,11,-1,23
EUW1_6939255010,223,33,105,29,131,360,122,55,89,82
EUW1_6939257154,23,18,141,84,33,8,141,555,131,48
EUW1_6939294366,555,122,233,360,86,233,24,157,555,67
EUW1_6939309698,86,28,119,103,53,11,777,25,28,82
EUW1_6939311598,29,420,61,11,897,111,74,105,19,35
EUW1_6939312248,122,222,105,777,82,360,157,17,555,55
EUW1_6939317087,157,82,84,777,25,35,18,89,266,56
EUW1_6939324946,51,103,63,28,17,99,86,777,154,238
EUW1_6939325408,950,157,19,99,39,897,103,360,36,28
EUW1_6939346727,910,235,82,25,234,119,420,17,28,55
EUW1_6939356376,131,143,11,63,420,233,555,17,35,22
EUW1_6939372218,63,11,17,21,99,901,48,420,360,69
EUW1_6939375704,157,777,235,420,35,28,99,420,555,360
EUW1_6939376894,902,56,22,84,48,29,145,122,238,33
EUW1_6939387076,85,33,53,84,25,17,12,-1,-1,119
EUW1_6939390094,161,82,67,103,19,67,950,28,53,80
EUW1_6939390832,3,89,23,111,555,233,25,136,555,82
EUW1_6939411621,119,107,30,114,142,30,200,119,164,55
EUW1_6939417782,233,111,48,777,-1,555,-1,233,84,236
EUW1_6939424666,233,17,777,53,99,84,143,420,35,875
EUW1_6939430610,53,163,234,25,17,55,35,84,119,83
EUW1_6939454485,67,163,7,72,119,107,28,200,5,119
EUW1_6939456266,57,84,360,25,240,420,39,29,11,105
EUW1_6939469920,420,45,119,28,222,84,222,54,64,235
EUW1_6939473610,21,82,99,24,18,39,420,555,29,35
EUW1_6939486138,420,555,18,89,28,17,19,777,84,21
EUW1_6939503456,555,119,163,114,78,53,84,42,222,30
EUW1_6939507100,24,19,142,45,29,35,-1,99,266,30
EUW1_6939520901,35,86,22,555,157,35,360,53,105,420
EUW1_6939522990,360,9,267,55,75,555,55,122,141,143
EUW1_6939523077,11,420,51,117,238,72,119,83,51,63
EUW1_6939536327,24,72,157,119,555,119,22,63,200,24
EUW1_6939557454,222,29,777,23,119,81,35,31,3,122
EUW1_6939559413,53,105,122,51,28,35,901,84,53,58
EUW1_6939565772,33,82,222,64,136,33,360,201,84,233
EUW1_6939567482,45,29,17,-1,90,157,131,53,22,75
EUW1_6939578539,119,38,111,63,72,53,131,157,266,200
EUW1_6939617606,238,40,122,876,119,360,105,80,7,-1
EUW1_6939618286,164,119,147,233,166,157,119,105,107,24
EUW1_6939626741,119,53,163,30,81,498,200,53,38,166
EUW1_6939639929,902,4,420,157,200,122,45,157,233,22
EUW1_6939652182,120,84,360,122,910,25,96,61,35,54
EUW1_6939664872,25,517,63,777,233,266,25,200,147,35
EUW1_6939682148,83,29,517,234,117,103,83,141,53,238
EUW1_6939691226,74,53,72,202,17,75,28,21,25,84
EUW1_6939701337,53,360,-1,777,82,83,235,54,63,90
EUW1_6939703938,233,90,157,72,51,421,119,25,84,777
EUW1_6939707071,72,122,40,143,103,105,266,48,29,99
EUW1_6939714020,56,157,119,412,82,35,25,51,3,82
EUW1_6939717520,11,105,122,53,910,53,420,777,233,83
EUW1_6939725925,25,35,11,21,122,99,157,420,19,67
EUW1_6939739094,99,35,84,64,67,35,53,119,84,420
EUW1_6939749342,84,17,555,202,28,101,145,200,35,238
EUW1_6939757023,164,350,910,119,120,99,-1,17,145,233
EUW1_6939757595,119,222,901,83,910,107,38,72,29,420
EUW1_6939757771,119,57,420,19,517,25,99,83,72,105
EUW1_6939767225,157,82,64,25,51,200,777,11,910,887
EUW1_6939769650,54,157,777,82,63,143,11,-1,897,222
EUW1_6939770474,235,157,202,233,68,84,266,25,83,236
EUW1_6939771873,143,11,203,105,420,72,777,35,99,202
EUW1_6939778326,53,51,17,33,39,236,234,17,888,166
EUW1_6939793201,63,114,154,902,111,235,48,90,901,56
EUW1_6939799305,28,30,711,111,67,24,99,72,21,876
EUW1_6939801527,53,122,91,55,51,200,-1,555,119,420
EUW1_6939804208,74,53,63,28,36,84,56,-1,17,67
EUW1_6939806043,157,421,360,67,24,21,157,117,60,48
EUW1_6939818535,83,63,84,119,223,21,143,122,268,777
EUW1_6939819626,-1,420,18,107,-1,233,200,235,119,83
EUW1_6939820115,24,222,166,89,82,56,238,24,29,84
EUW1_6939825622,35,420,103,876,555,96,99,17,266,233
EUW1_6939827727,35,134,901,63,69,84,102,63,421,222
EUW1_6939827745,22,105,119,122,21,233,875,84,360,101
EUW1_6939832408,143,32,105,420,233,711,-1,18,11,25
EUW1_6939833715,131,96,350,59,122,143,233,84,35,83
EUW1_6939835435,235,166,266,72,555,72,200,42,164,7
EUW1_6939841994,266,63,166,154,22,711,51,234,25,67
EUW1_6939850631,143,64,83,235,-1,902,157,238,48,121
EUW1_6939851039,11,157,51,234,143,25,163,119,114,33
EUW1_6939863831,897,11,28,902,136,28,53,103,74,119
EUW1_6939870077,143,84,421,35,28,777,875,233,555,51
EUW1_6939870889,86,39,29,131,222,11,48,25,83,105
EUW1_6939874173,28,21,25,19,82,35,18,53,17,55
EUW1_6939877900,157,30,104,876,53,203,111,119,84,24
EUW1_6939888391,21,136,63,157,360,99,202,11,777,82
EUW1_6939894922,233,84,131,119,83,117,63,69,895,84
EUW1_6939898159,90,222,53,234,24,84,-1,63,875,103
EUW1_6939907733,26,233,23,86,90,17,103,238,33,63
EUW1_6939910158,711,30,72,121,200,134,28,29,166,63
EUW1_6939914877,25,35,48,72,-1,75,111,222,67,56
EUW1_6939927040,119,72,18,888,30,200,40,236,122,-1
EUW1_6939928290,36,777,420,90,157,555,119,-1,79,122
EUW1_6939929170,119,25,24,63,84,245,29,56,64,164
EUW1_6939932962,83,875,267,895,7,82,51,25,950,233
EUW1_6939941319,166,53,64,72,777,72,43,75,254,55
EUW1_6939945124,11,84,51,83,103,119,141,136,35,67
EUW1_6939953323,122,157,28,555,54,360,28,7,25,5
EUW1_6939965322,555,233,266,-1,53,136,147,32,21,122
EUW1_6939966038,23,266,57,127,11,238,29,19,516,420
EUW1_6939976690,131,360,103,111,86,63,51,-1,17,777
EUW1_6939988287,222,234,6,164,105,202,107,83,84,53
EUW1_6939992428,222,122,157,555,238,222,122,35,233,238
EUW1_6939996086,67,107,42,157,76,29,555,67,910,222
EUW1_6939998677,21,25,875,63,39,238,32,67,15,122
EUW1_6940006620,777,238,360,11,420,35,19,67,238,105
EUW1_6940028996,54,53,28,36,222,166,103,28,222,910
EUW1_6940032125,25,266,910,82,119,122,360,910,35,119
EUW1_6940043485,166,164,72,25,35,17,222,-1,412,84
EUW1_6940051800,84,103,223,222,122,420,45,50,360,119
EUW1_6940065434,876,24,42,157,38,421,29,119,84,24
EUW1_6940073403,-1,25,876,84,266,29,83,63,157,122
EUW1_6940076629,143,30,157,203,86,96,910,233,82,90
EUW1_6940079775,86,412,34,420,555,21,84,32,133,35
EUW1_6940089400,360,84,121,50,157,24,51,64,238,121
EUW1_6940090299,111,63,876,166,25,236,777,131,24,523
EUW1_6940092277,21,19,526,420,45,84,233,360,82,143
EUW1_6940094455,235,157,154,51,122,119,25,72,67,55
EUW1_6940119380,420,518,555,19,777,17,25,222,141,84
EUW1_6940148817,21,143,876,4,74,420,29,99,897,55
EUW1_6940155239,233,910,147,39,35,157,222,122,25,86
EUW1_6940164871,53,223,711,35,83,876,90,555,420,21
EUW1_6940180328,99,84,32,82,105,876,22,360,7,25
EUW1_6940187921,84,63,56,777,420,53,950,82,59,131
EUW1_6940190748,38,59,28,420,131,910,63,111,103,420
EUW1_6940198560,245,421,55,84,72,105,107,114,119,25
EUW1_6940211780,238,103,48,51,63,103,35,121,119,888
EUW1_6940213050,25,19,105,360,86,105,63,67,19,420
EUW1_6940217127,22,54,888,84,63,17,-1,99,35,84
EUW1_6940230399,25,131,74,119,19,134,81,11,111,84
EUW1_6940254515,555,233,35,25,103,202,555,41,234,101
EUW1_6940261105,11,18,99,48,136,82,51,111,157,233
EUW1_6940264019,63,23,201,11,910,89,234,84,63,86
EUW1_6940266159,25,164,166,141,119,223,34,22,147,56
EUW1_6940271175,106,17,119,63,233,6,111,233,1,119
EUW1_6940287147,25,21,90,67,233,21,711,35,36,99
EUW1_6940303134,17,67,33,35,238,119,99,910,420,11
EUW1_6940327420,53,420,105,121,711,157,11,21,122,56
EUW1_6940327503,106,80,82,56,350,234,53,-1,420,84
EUW1_6940345896,19,23,25,910,555,40,17,63,53,157
EUW1_6940350230,429,24,122,90,63,82,157,89,222,3
EUW1_6940350715,21,11,131,876,82,777,17,202,897,119
EUW1_6940379019,555,238,53,17,72,157,-1,32,555,420
EUW1_6940379221,45,11,63,119,83,11,48,63,360,517
EUW1_6940386405,360,10,53,19,84,147,421,84,222,420
EUW1_6940388549,202,420,99,111,90,360,143,45,63,99
EUW1_6940406338,21,233,99,24,875,51,63,32,84,420
EUW1_6940407555,157,99,45,5,122,555,360,82,157,19
EUW1_6940412454,50,119,23,11,245,157,53,50,122,19
EUW1_6940413536,21,555,238,234,420,360,45,143,420,28
EUW1_6940417937,555,55,30,119,114,201,119,-1,18,266
EUW1_6940425073,51,143,84,17,33,53,950,240,29,254
EUW1_6940427843,157,223,39,67,-1,-1,238,360,11,58
EUW1_6940438491,21,35,711,-1,2,122,25,157,141,235
EUW1_6940440974,21,555,122,157,28,45,141,17,53,25
EUW1_6940442554,99,163,420,-1,20,11,166,25,83,103
EUW1_6940444254,90,11,25,86,16,895,85,127,117,24
EUW1_6940449112,200,51,777,30,157,119,24,8,555,121
EUW1_6940450172,157,51,56,875,99,142,64,555,35,83
EUW1_6940453226,119,107,30,53,98,222,523,910,119,103
EUW1_6940453308,56,99,119,17,157,555,79,157,145,39
EUW1_6940454005,222,38,35,119,86,910,64,54,84,222
EUW1_6940461570,4,-1,54,523,55,91,360,245,142,54
EUW1_6940462094,30,200,119,54,114,84,-1,114,203,119
EUW1_6940462144,63,555,58,55,119,72,58,38,360,51
EUW1_6940464056,51,420,157,200,53,51,45,99,420,35
EUW1_6940465020,10,902,16,238,117,555,96,63,157,86
EUW1_6940465561,238,67,119,63,555,222,55,201,72,58
EUW1_6940466114,141,902,96,420,105,901,200,67,105,119
EUW1_6940466952,163,119,7,28,-1,203,55,119,60,122
EUW1_6940471125,201,107,104,876,98,111,39,360,119,114
EUW1_6940472040,11,420,222,555,157,86,51,35,555,122
EUW1_6940474726,107,40,55,59,111,222,201,84,54,360
EUW1_6940474828,238,233,119,901,114,233,96,777,420,45
EUW1_6940474935,117,234,360,75,103,555,238,54,89,157
EUW1_6940475387,-1,53,202,54,48,67,43,25,222,64
EUW1_6940476457,89,64,360,84,266,82,80,83,202,157
EUW1_6940477721,55,107,18,119,72,360,111,117,24,412
EUW1_6940478035,121,157,360,119,266,200,55,11,164,58
EUW1_6940478105,119,420,59,7,902,101,555,36,11,360
EUW1_6940480589,555,236,157,420,233,103,30,222,84,86
EUW1_6940481287,-1,55,910,96,897,-1,902,51,84,121
EUW1_6940481830,234,6,53,18,69,33,53,875,90,22
EUW1_6940482456,67,111,24,555,157,29,21,45,121,67
EUW1_6940487223,157,53,11,360,86,9,29,63,82,25
EUW1_6940490469,233,157,412,420,67,53,63,29,35,67
EUW1_6940494973,38,119,360,222,33,910,51,40,122,103
EUW1_6940496783,84,161,29,86,35,555,29,106,157,82
EUW1_6940512452,119,157,99,83,136,238,83,110,111,233
EUW1_6940514426,166,29,-1,164,55,63,28,54,555,166
EUW1_6940524288,17,166,119,222,-1,910,53,119,122,72
EUW1_6940525284,18,122,35,48,234,28,141,54,157,238
EUW1_6940553049,25,72,119,63,106,78,28,-1,18,119
EUW1_6940571720,360,157,61,266,119,136,98,84,53,134
EUW1_6940580652,32,157,35,23,119,56,360,202,143,122
EUW1_6940592857,421,86,902,105,895,63,107,222,75,910
EUW1_6940598094,29,17,238,33,63,63,25,555,74,33
EUW1_6940608959,30,29,64,122,910,29,420,56,777,200
EUW1_6940615961,56,83,236,238,33,122,9,96,33,166
EUW1_6940617518,99,876,498,58,910,17,145,53,143,103
EUW1_6940618823,63,72,166,114,28,38,28,-1,82,39
EUW1_6940619740,39,-1,84,429,119,6,81,-1,84,131
EUW1_6940636804,25,63,164,233,121,103,143,63,67,28
EUW1_6940638296,53,21,114,141,63,34,-1,119,72,517
EUW1_6940642639,516,29,360,-1,63,17,29,246,53,19
EUW1_6940650269,234,238,17,25,51,84,33,48,-1,114
EUW1_6940651196,21,777,24,234,53,99,117,157,51,35
EUW1_6940656621,90,143,11,86,35,517,99,141,133,22
EUW1_6940660359,82,56,63,555,99,18,89,39,154,420
EUW1_6940660625,6,25,63,222,105,420,53,33,105,45
EUW1_6940665211,77,51,711,25,114,420,145,111,166,64
EUW1_6940674902,54,69,21,233,106,222,39,711,360,106
EUW1_6940683934,25,54,103,51,35,202,81,51,82,200
EUW1_6940701116,157,555,420,75,134,77,51,238,360,420
EUW1_6940708482,25,82,238,21,11,875,157,63,11,7
EUW1_6940715708,24,90,555,119,11,360,24,11,99,103
EUW1_6940723020,222,30,200,28,420,112,360,72,29,122
EUW1_6940725750,157,50,25,33,887,53,84,122,-1,51
