EUW1_6835690099,VEZzo-bUmZ_nmb0LpVlRetunDMPMjH8gmtVETLgP3PnlXq9OSw,100,JNG,UNRANKED,0,30,0,22,12,11,1956.87,1350.89,555,523.637,13,0,3,0.753319,3428,1.0497,0
EUW1_6835690099,Fcl56Xl4_YwJ1UUB4hnhO3hHd5jMtlkHzcKuFTt9RYoxPVg,200,JNG,UNRANKED,0,33,1,7,13,40,702.903,1400.95,423,388.191,9,0,3,0.507208,293,0.38171,0
EUW1_6835690099,bENsDssoItFbul__CA8ky3-rWI0F2VDTZ8_C7pOuzn6SUke2T9,100,SUPP,UNRANKED,0,53,0,4,10,33,445.768,1064.8,359,299.992,41,0,10,2.85945,1083,0.715706,2
EUW1_6835690099,tUgEUI45SJgFH38fsGFgvB6kFDRoguCYfXoEKpfjuhUkhiAF60,200,TOP,UNRANKED,0,67,0,24,8,13,1547.19,1287.51,281,557.786,20,0,4,1.02183,13574,5.32008,0
EUW1_6835690099,M3mphTHSL4ZvIdSOkbhD4a8DKyT3166Tbejs4a81ZcalIz0PPv,200,SUPP,UNRANKED,0,89,0,3,13,31,624.43,1232.83,404,283.096,34,0,7,1.98676,0,0.954274,16
EUW1_6835690099,ygzEJ9Ov1FzSbF8LJ2YKdP29Vy5OSBXHaVK5RQf0eu72YPxM,100,MID,UNRANKED,0,127,0,7,13,18,971.056,1018.14,603,369.369,14,0,0,0.545063,3651,5.48708,6
EUW1_6835690099,U6OGLDCCc96sr66ri4e7a84sY4UTRQpIpPgflWA1pNQyHrD8,200,BOT,GOLD,1,145,0,20,13,11,1141.23,1025.13,348,561.158,9,0,2,0.597045,5425,5.89264,1
EUW1_6835690099,3a-DEPLm9NaPCPq3IuEbsuV3TSIl9GGAEnJiOCGLOxtSbs28rQ,100,BOT,UNRANKED,0,157,0,14,13,14,790.363,941.296,487,431.994,11,0,6,0.779556,6089,5.84493,4
EUW1_6835690099,PZaJWXADjduMCU6_PSEqSsZnU2bl4Gorb_JUZPk1qFUEA6ybQU,100,TOP,PLATINUM,4,266,0,7,12,10,856.914,1513.31,473,382.257,16,0,8,0.867568,5697,5.60636,12
EUW1_6835690099,S3vlnf6QmnabqvuHbuyWk7cpuF2bnDZ6kTSIHQ5PmHyXRfU,200,MID,UNRANKED,0,950,0,6,8,18,848.974,926.123,357,421.798,13,0,1,0.596506,3253,5.9165,3
EUW1_6835777630,wDcd5_2J-Dd0OG1g6ecy92ANtdpO5InzOhcbMgwNYEr05Ys9,100,TOP,EMERALD,4,2,0,9,6,5,896.355,1054.56,217,461.591,10,0,2,0.723974,5533,6.59563,0
EUW1_6835777630,9NEFGlgkynyBMc0LKTN7xTH35U_En13-m6pUPJ-JdLvvsa0,200,BOT,UNRANKED,0,21,0,4,11,7,499.47,885.429,344,341.176,12,0,4,0.910948,2078,5.11497,8
EUW1_6835777630,5U3Ds9noECzZ4GsAodvhed8125LrNszmJHOixHMD287Bivk,200,TOP,PLATINUM,1,41,0,2,6,3,565.066,715.457,204,381.371,8,0,2,0.58511,3709,6.69658,0
EUW1_6835777630,61l79nj3P3kH83nECD48ICbo5BF7xnYMUzqXA_Mprm23nIPApx,200,SUPP,UNRANKED,0,57,0,6,7,12,642.148,1126.2,147,352.936,37,0,8,2.62063,0,1.81716,8
EUW1_6835777630,qyhEr1UQk6KiPa5aZdBxmW7NoieQZHRKLUIevIhOJgc3BhMg,100,BOT,DIAMOND,4,119,0,7,12,5,884.05,896.938,271,488.324,10,0,0,0.483216,5245,7.06674,4
EUW1_6835777630,4gPpFKSwiyuXzO-LYMOmLguwwWulPQNoJsZhIi1PisxaoaE,100,JNG,UNRANKED,0,141,0,13,7,7,1167.62,1223.69,165,572.999,5,0,4,0.791568,3930,1.85081,0
EUW1_6835777630,U6OGLDCCc96sr66ri4e7a84sY4UTRQpIpPgflWA1pNQyHrD8,100,SUPP,GOLD,1,235,0,5,5,16,760.671,562.412,87,411.195,23,0,9,2.04255,8786,2.32193,2
EUW1_6835777630,aK761ktFVdgjvXqa3H-L2LlPxDN2B8dHGSqBaGoiWbCG61hVya,200,JNG,SILVER,1,245,0,11,8,4,551.699,1356.92,237,405.661,3,0,2,0.780833,0,1.21144,5
EUW1_6835777630,MQ-OYDusSw_QPLIjWorqwrb2cbcQr67iQpmQ5TE2IV1uZaxtqZ,200,MID,PLATINUM,3,777,1,10,6,2,1042.93,1286.75,211,523.06,10,0,2,0.670173,4302,8.37914,19
EUW1_6835777630,QZke0s7U9xDhutyg1u3e66T8tSh8giyeC04cU0gKV3fZnH4,100,MID,UNRANKED,0,901,0,4,3,8,536.773,608.716,81,392.404,13,0,3,0.750665,4082,6.39372,11
EUW1_6835830547,4_dI011kZZF7yZv8Ejh5mioRHhUaE_5O9StuK38BTl1DrpvEhc,200,BOT,EMERALD,4,21,0,10,3,4,848.65,702.696,94,473.187,10,0,3,0.754379,6741,6.84381,3
EUW1_6835830547,b5EuApeYBDEDVVXg_LjiYr8WJsKpgkVOAzbLGSZgr5WmJNxk,100,TOP,PLATINUM,3,39,0,4,13,1,598.415,1059.94,284,308.979,7,0,2,0.542103,0,4.78289,34
EUW1_6835830547,6xcnn-5TvUBfRs5XYc2kfTUPQP70HY7FVSnWFgzWgqdZhdtX,200,SUPP,UNRANKED,0,40,0,3,2,21,261.972,579.157,18,372.288,30,0,3,2.10466,5671,0.622165,2
EUW1_6835830547,ANNCNjZAM-pfy7pwUjl9T4POTYNpmfh1v1cofefERvrrg98t,100,MID,EMERALD,4,55,0,3,12,5,726.505,928.347,315,303.46,5,0,1,0.436129,0,5.40506,12
EUW1_6835830547,1rI8ZWbf-muCrokKEVhENW5vnN9nTYsNFyp7bPDEoICiDI4,200,JNG,UNRANKED,0,63,0,6,6,8,479.727,1269.25,128,412.031,12,0,2,1.49093,253,0.272197,0
EUW1_6835830547,pGXKVNazrCaP5x0iQN6zZIKjuK9HX0JCXbcgPXLZAr8SIwjh7x,200,TOP,PLATINUM,1,86,1,6,5,10,925.993,1167.57,199,467.37,6,0,0,0.37202,9435,7.31043,9
EUW1_6835830547,ZRPyUE5_cbSHI3zCVOXAjZGWUth2tmQlbqwApe9uLnJ-xoUOQH,200,MID,PLATINUM,4,103,0,11,1,9,653.34,492.366,41,504.03,9,0,3,0.809675,11154,6.76604,8
EUW1_6835830547,1TvDCJ7sWx3H9f80kftxJq9iu-AMX0iat_ppb2fBXutmhRo,100,JNG,UNRANKED,0,234,0,5,4,6,450.543,1113.99,98,396.913,9,0,1,0.770289,331,0.544394,5
EUW1_6835830547,U6OGLDCCc96sr66ri4e7a84sY4UTRQpIpPgflWA1pNQyHrD8,100,SUPP,GOLD,1,235,0,2,3,9,505.54,480.078,85,323.29,10,0,3,1.12499,1002,1.43876,6
EUW1_6835830547,jgWznMKuExP1Ih4IxSXVgHy0YpttxJUuRnkJkHYJGP4D1pQ,100,BOT,UNRANKED,0,901,0,3,4,3,664.467,656.345,84,354.557,12,0,2,0.999312,517,8.2048,0
EUW1_6836341241,e3upjdfEr67yBHDWO2cH3kucL2e4a64ibJ4KoFbhp0yebTs,100,BOT,EMERALD,4,22,0,9,6,7,956.834,736.516,166,486.526,5,0,0,0.636664,5586,8.27718,9
EUW1_6836341241,DLELWnwcIlh8OHzohm68z1lP6rQ6RRW7ZAvhj6SlRbMiQb6Omh,200,TOP,UNRANKED,0,24,0,3,9,3,678.152,999.86,217,381.585,8,0,2,0.570927,5423,5.83598,13
EUW1_6836341241,99T1Gl7ZKzm_W7SRSL86wgc5A__5NWT-1S8nZCUkCct17Jc,200,BOT,EMERALD,4,51,0,8,8,2,664.704,695.359,216,382.418,6,0,1,0.480584,2812,5.45455,4
EUW1_6836341241,-6XrUkJ0h2EmckLvJxCTOD9JK4kuZnjnQ1Z73hym-gqfLys,100,SUPP,UNRANKED,0,53,0,0,4,15,309.56,786.828,49,270.578,25,0,5,2.24568,569,1.02988,2
EUW1_6836341241,U6OGLDCCc96sr66ri4e7a84sY4UTRQpIpPgflWA1pNQyHrD8,200,SUPP,GOLD,1,57,0,3,8,9,455.023,929.943,196,288.776,19,0,7,1.99591,0,1.60203,4
EUW1_6836341241,-boY5sUiB-jjhZgTClhLlHaraNnuW4zlnX5_8yUL_tXHdRU,200,JNG,UNRANKED,0,64,0,1,3,9,422.907,1197.29,57,338.772,14,0,0,0.965554,775,1.10617,9
EUW1_6836341241,WzHtDxLh5TWPV39NIQFxiuQQO1fizfpOzgVxJ16e4__KoyY,100,TOP,UNRANKED,0,77,0,6,2,5,787.707,687.12,63,455.432,11,0,2,1.25235,12878,6.90401,2
EUW1_6836341241,jcXf0XyV9-AGaasUaUP0G4HuYJQWkpnggRbtt5BZFjtnGNCQ,200,MID,PLATINUM,2,110,0,6,9,2,903.021,895.652,250,459.699,7,0,0,0.428305,5330,7.39987,3
EUW1_6836341241,IaTfSR1Enm8MLsE6IN-TI8rLpc-bATXrdXdwrIb5-C_fpa4,100,MID,UNRANKED,0,131,0,14,6,9,1049.96,918.5,164,533.99,7,0,1,0.479467,6647,5.98856,5
EUW1_6836341241,a8PyeWIq182rIXNVX74gLp591bK0DfBouG8v1pMyAvcOnkQo3h,100,JNG,EMERALD,4,233,1,7,3,11,769.741,1139.35,54,419.004,3,0,2,0.620029,1067,0.762873,3
EUW1_6836711206,CA2wLy4zDhvXBUIFR1p4aEw7NBn_nhAKBgnfO8MDB9sIamY,100,TOP,UNRANKED,0,4,0,17,11,4,1434.29,1192.04,371,630.096,9,0,0,0.479605,14485,5.82155,6
EUW1_6836711206,RGQPzDkXvSv1aoxoljz8K7E7BxwXIVBVYUvTZEaD_71iB8E,200,JNG,SILVER,4,62,0,5,13,10,437.547,1329.71,372,322.162,10,0,1,0.695615,0,0.702097,0
EUW1_6836711206,Ygsg6UJykMN6GUEBbOacRaSwEDrPo3b8YvG-hgq1B86Fpc4,100,JNG,PLATINUM,2,63,0,9,8,15,1103.4,1177.56,203,442.58,11,0,3,0.79415,2220,0.526572,4
EUW1_6836711206,pDmyPazzhHzZcxpnUzcFMGeY_DiGI2EP5zKyUrnPgBfz4G8,200,TOP,UNRANKED,0,82,0,11,12,2,643.607,1511.94,423,423.465,4,0,1,0.257767,2526,6.14334,10
EUW1_6836711206,HCWVZd6TAiKUWGpRDIq0b3HP4RujXrFtMGFo1ptNKB2Tmw_oU-,200,SUPP,UNRANKED,0,89,0,0,6,24,307.755,981.121,126,257.399,30,0,13,2.4661,646,0.877621,3
EUW1_6836711206,8ih8uQQMkETkvAXDqYcMAMAlA6eMCBnSW2JGFaol1Bw4lFtfEC,200,MID,UNRANKED,0,105,0,15,6,9,951.108,782.34,225,433.122,6,0,3,0.618048,375,5.96782,20
EUW1_6836711206,6oZ5fbCTKJwE5WRrPBpHrdpE6r8Nj6L-gj2I_mWdNUi9-wo,100,BOT,UNRANKED,0,145,1,3,6,11,536.836,675.563,161,332.789,9,0,5,0.88398,2622,4.62214,1
EUW1_6836711206,U6OGLDCCc96sr66ri4e7a84sY4UTRQpIpPgflWA1pNQyHrD8,200,BOT,GOLD,1,235,0,8,4,17,1228.43,588.942,109,465.223,11,0,0,0.580289,2177,6.23111,5
